Date,"GBP/USD(Open, Ask)","GBP/USD(High, Ask)","GBP/USD(Low, Ask)","GBP/USD(Close, Ask)","GBP/USD(Open, Bid)*","GBP/USD(High, Bid)*","GBP/USD(Low, Bid)*","GBP/USD(Close, Bid)*","HISTORICAL SSI(GBP/USD, SSI).SSI"
26/01/2016 00:00:00,1.42500,1.43682,1.41743,1.43527,1.42474,1.43666,1.41726,1.43495,1.4845
25/01/2016 00:00:00,1.42746,1.43108,1.42245,1.42500,1.42611,1.43091,1.42230,1.42474,2.2062
22/01/2016 00:00:00,1.42226,1.43636,1.42058,1.42708,1.42194,1.43621,1.42041,1.42619,2.3618
21/01/2016 00:00:00,1.41922,1.42500,1.40806,1.42226,1.41873,1.42484,1.40786,1.42194,2.3566
20/01/2016 00:00:00,1.41588,1.42200,1.41264,1.41922,1.41550,1.42188,1.41248,1.41873,2.4293
19/01/2016 00:00:00,1.42444,1.43413,1.41302,1.41588,1.42416,1.43394,1.41285,1.41550,2.5136
18/01/2016 00:00:00,1.42644,1.43241,1.42382,1.42444,1.42506,1.43227,1.42363,1.42416,2.6519
15/01/2016 00:00:00,1.44142,1.44285,1.42528,1.42662,1.44093,1.44272,1.42511,1.42518,3.2028
14/01/2016 00:00:00,1.44083,1.44458,1.43610,1.44142,1.44052,1.44448,1.43596,1.44093,2.6347
13/01/2016 00:00:00,1.44501,1.44773,1.43810,1.44083,1.44452,1.44756,1.43792,1.44052,2.5947
12/01/2016 00:00:00,1.45466,1.45616,1.43530,1.44501,1.45391,1.45596,1.43514,1.44452,2.1678
11/01/2016 00:00:00,1.45346,1.46051,1.44963,1.45466,1.45213,1.46038,1.44927,1.45391,2.7077
08/01/2016 00:00:00,1.46194,1.46461,1.45073,1.45291,1.46159,1.46445,1.45057,1.45159,2.9627
07/01/2016 00:00:00,1.46326,1.46445,1.45341,1.46194,1.46298,1.46398,1.45326,1.46159,2.6541
06/01/2016 00:00:00,1.46780,1.46833,1.46031,1.46326,1.46731,1.46812,1.45992,1.46298,2.8503
05/01/2016 00:00:00,1.47203,1.47264,1.46390,1.46780,1.47114,1.47249,1.46379,1.46731,2.7776
04/01/2016 00:00:00,1.47386,1.48173,1.46643,1.47203,1.47323,1.48155,1.46625,1.47114,2.7149
31/12/2015 00:00:00,1.48253,1.48454,1.47333,1.47421,1.48113,1.48440,1.47309,1.47325,2.7333
30/12/2015 00:00:00,1.48236,1.48497,1.47939,1.48253,1.48114,1.48483,1.47923,1.48113,2.3755
29/12/2015 00:00:00,1.48818,1.49147,1.47864,1.48236,1.48777,1.49129,1.47849,1.48114,2.4914
28/12/2015 00:00:00,1.49168,1.49370,1.48751,1.48818,1.49042,1.49345,1.48734,1.48777,2.2859
24/12/2015 00:00:00,1.48717,1.49454,1.48695,1.49330,1.48674,1.49446,1.48577,1.49234,1.8528
23/12/2015 00:00:00,1.48306,1.49014,1.48212,1.48717,1.48257,1.48998,1.48182,1.48674,2.1182
22/12/2015 00:00:00,1.48900,1.49089,1.48066,1.48306,1.48805,1.49074,1.48050,1.48257,2.3321
21/12/2015 00:00:00,1.49131,1.49302,1.48783,1.48900,1.48983,1.49287,1.48769,1.48805,2.1730
18/12/2015 00:00:00,1.49056,1.49510,1.48865,1.48986,1.48950,1.49496,1.48832,1.48856,2.1427
