Date,"AUD/USD(Open, Ask)","AUD/USD(High, Ask)","AUD/USD(Low, Ask)","AUD/USD(Close, Ask)","AUD/USD(Open, Bid)*","AUD/USD(High, Bid)*","AUD/USD(Low, Bid)*","AUD/USD(Close, Bid)*","HISTORICAL SSI(AUD/USD, SSI).SSI"
28/04/2016 00:00:00,0.75905,0.76142,0.75759,0.75911,0.75840,0.76118,0.75708,0.75892,1.0180
27/04/2016 20:00:00,0.75951,0.76095,0.75500,0.75905,0.75933,0.76056,0.75473,0.75840,1.0307
27/04/2016 16:00:00,0.76111,0.76116,0.75722,0.75951,0.76094,0.76098,0.75701,0.75933,1.1140
27/04/2016 12:00:00,0.76261,0.76263,0.75883,0.76111,0.76243,0.76244,0.75864,0.76094,1.1524
27/04/2016 08:00:00,0.76332,0.76393,0.76063,0.76261,0.76313,0.76374,0.76044,0.76243,1.0698
27/04/2016 04:00:00,0.77527,0.77667,0.76241,0.76332,0.77508,0.77645,0.76223,0.76313,1.0887
27/04/2016 00:00:00,0.77534,0.77578,0.77434,0.77527,0.77450,0.77560,0.77415,0.77508,-1.2106
26/04/2016 20:00:00,0.77366,0.77556,0.77334,0.77534,0.77347,0.77493,0.77315,0.77450,-1.2035
26/04/2016 16:00:00,0.77393,0.77663,0.77316,0.77366,0.77374,0.77645,0.77298,0.77347,-1.1899
26/04/2016 12:00:00,0.77402,0.77544,0.77240,0.77393,0.77383,0.77525,0.77223,0.77374,-1.2174
