Date,"AUD/USD(Open, Ask)","AUD/USD(High, Ask)","AUD/USD(Low, Ask)","AUD/USD(Close, Ask)","AUD/USD(Open, Bid)*","AUD/USD(High, Bid)*","AUD/USD(Low, Bid)*","AUD/USD(Close, Bid)*","HISTORICAL SSI(AUD/USD, SSI).SSI"
24/03/2015 00:00:00,0.78817,0.79036,0.78653,0.78660,0.78787,0.79018,0.78637,0.78641,-1.0376
23/03/2015 20:00:00,0.78638,0.78998,0.78601,0.78817,0.78621,0.78983,0.78586,0.78787,-1.0109
23/03/2015 16:00:00,0.78217,0.78756,0.78205,0.78638,0.78200,0.78738,0.78187,0.78621,1.0651
23/03/2015 12:00:00,0.77767,0.78246,0.77694,0.78217,0.77750,0.78227,0.77677,0.78200,1.1456
23/03/2015 08:00:00,0.78235,0.78247,0.77645,0.77767,0.78217,0.78232,0.77626,0.77750,1.1629
23/03/2015 04:00:00,0.77855,0.78351,0.77684,0.78235,0.77839,0.78333,0.77668,0.78217,1.1187
23/03/2015 00:00:00,0.77833,0.78087,0.77716,0.77855,0.77808,0.78064,0.77698,0.77839,1.1757
22/03/2015 20:00:00,0.77885,0.77905,0.77670,0.77833,0.77722,0.77846,0.77616,0.77808,1.2166
20/03/2015 20:00:00,0.77779,0.78035,0.77699,0.77885,0.77762,0.78019,0.77633,0.77722,1.2166
20/03/2015 16:00:00,0.76859,0.77866,0.76833,0.77779,0.76842,0.77850,0.76817,0.77762,1.2733
20/03/2015 12:00:00,0.76823,0.76979,0.76635,0.76859,0.76804,0.76961,0.76617,0.76842,1.4562
20/03/2015 08:00:00,0.76785,0.76960,0.76685,0.76823,0.76767,0.76941,0.76668,0.76804,1.4644
20/03/2015 04:00:00,0.76674,0.76873,0.76636,0.76785,0.76657,0.76854,0.76618,0.76767,1.5673
20/03/2015 00:00:00,0.76534,0.76686,0.76453,0.76674,0.76473,0.76669,0.76417,0.76657,1.7947
19/03/2015 20:00:00,0.76237,0.76537,0.76139,0.76534,0.76219,0.76498,0.76122,0.76473,1.9352
19/03/2015 16:00:00,0.76439,0.76579,0.76126,0.76237,0.76422,0.76562,0.76109,0.76219,1.8905
19/03/2015 12:00:00,0.76684,0.77101,0.76385,0.76439,0.76668,0.77084,0.76367,0.76422,1.7233
19/03/2015 08:00:00,0.77328,0.77391,0.76547,0.76684,0.77309,0.77371,0.76529,0.76668,1.5591
19/03/2015 04:00:00,0.77923,0.77957,0.77249,0.77328,0.77905,0.77936,0.77231,0.77309,1.3380
19/03/2015 00:00:00,0.77787,0.78096,0.77386,0.77923,0.77754,0.78079,0.77365,0.77905,1.2889
18/03/2015 20:00:00,0.76649,0.78501,0.76525,0.77787,0.76630,0.78466,0.76417,0.77754,1.3429
18/03/2015 16:00:00,0.76153,0.76713,0.76153,0.76649,0.76137,0.76695,0.76137,0.76630,1.1406
18/03/2015 12:00:00,0.76031,0.76278,0.75951,0.76153,0.76015,0.76260,0.75934,0.76137,1.3452
18/03/2015 08:00:00,0.76224,0.76224,0.75918,0.76031,0.76206,0.76206,0.75902,0.76015,1.3691
18/03/2015 04:00:00,0.76185,0.76305,0.76167,0.76224,0.76169,0.76287,0.76151,0.76206,1.3319
18/03/2015 00:00:00,0.76183,0.76289,0.76137,0.76185,0.76161,0.76270,0.76119,0.76169,1.3175
17/03/2015 20:00:00,0.76196,0.76300,0.76109,0.76183,0.76178,0.76284,0.76089,0.76161,1.3027
17/03/2015 16:00:00,0.76461,0.76503,0.76062,0.76196,0.76442,0.76484,0.76049,0.76178,1.2744
17/03/2015 12:00:00,0.76590,0.76661,0.76386,0.76461,0.76570,0.76645,0.76368,0.76442,1.0732
17/03/2015 08:00:00,0.76367,0.76661,0.76267,0.76590,0.76348,0.76644,0.76253,0.76570,1.0797
17/03/2015 04:00:00,0.76238,0.76417,0.76148,0.76367,0.76218,0.76398,0.76129,0.76348,1.2086
17/03/2015 00:00:00,0.76460,0.76472,0.76134,0.76238,0.76372,0.76454,0.76108,0.76218,1.2217
16/03/2015 20:00:00,0.76665,0.76711,0.76379,0.76460,0.76647,0.76694,0.76334,0.76372,1.1364
16/03/2015 16:00:00,0.76465,0.76806,0.76438,0.76665,0.76446,0.76788,0.76421,0.76647,1.1188
16/03/2015 12:00:00,0.76405,0.76496,0.76236,0.76465,0.76386,0.76485,0.76220,0.76446,1.1192
16/03/2015 08:00:00,0.76437,0.76598,0.76315,0.76405,0.76418,0.76584,0.76299,0.76386,1.1952
16/03/2015 04:00:00,0.76314,0.76601,0.76296,0.76437,0.76298,0.76581,0.76277,0.76418,1.1985
16/03/2015 00:00:00,0.76214,0.76363,0.76145,0.76314,0.76192,0.76343,0.76128,0.76298,1.2510
15/03/2015 20:00:00,0.76471,0.76471,0.76154,0.76214,0.76262,0.76262,0.76108,0.76192,1.2636
13/03/2015 20:00:00,0.76323,0.76471,0.76161,0.76471,0.76306,0.76369,0.76143,0.76262,1.2636
13/03/2015 16:00:00,0.76637,0.76672,0.76107,0.76323,0.76619,0.76655,0.76091,0.76306,1.2207
13/03/2015 12:00:00,0.76908,0.76910,0.76435,0.76637,0.76889,0.76895,0.76418,0.76619,1.0830
13/03/2015 08:00:00,0.76724,0.76942,0.76686,0.76908,0.76705,0.76926,0.76668,0.76889,1.0170
13/03/2015 04:00:00,0.76913,0.77074,0.76712,0.76724,0.76894,0.77058,0.76695,0.76705,-1.0205
13/03/2015 00:00:00,0.77089,0.77114,0.76867,0.76913,0.77067,0.77095,0.76848,0.76894,-1.0820
12/03/2015 20:00:00,0.76942,0.77192,0.76806,0.77089,0.76925,0.77173,0.76790,0.77067,-1.0615
12/03/2015 16:00:00,0.77113,0.77205,0.76816,0.76942,0.77096,0.77188,0.76796,0.76925,-1.0649
12/03/2015 12:00:00,0.76582,0.77332,0.76496,0.77113,0.76564,0.77307,0.76479,0.77096,1.0051
12/03/2015 08:00:00,0.76032,0.76847,0.75961,0.76582,0.76013,0.76830,0.75944,0.76564,1.1451
12/03/2015 04:00:00,0.76083,0.76164,0.75744,0.76032,0.76064,0.76148,0.75726,0.76013,1.2419
12/03/2015 00:00:00,0.75963,0.76334,0.75889,0.76083,0.75914,0.76252,0.75847,0.76064,1.3871
11/03/2015 20:00:00,0.75817,0.76125,0.75653,0.75963,0.75798,0.76106,0.75636,0.75914,1.7052
11/03/2015 16:00:00,0.76197,0.76244,0.75615,0.75817,0.76178,0.76228,0.75597,0.75798,1.6403
11/03/2015 12:00:00,0.76193,0.76336,0.75984,0.76197,0.76173,0.76318,0.75966,0.76178,1.4981
11/03/2015 08:00:00,0.76035,0.76292,0.75913,0.76193,0.76017,0.76275,0.75897,0.76173,1.6202
11/03/2015 04:00:00,0.76274,0.76442,0.75893,0.76035,0.76258,0.76427,0.75873,0.76017,1.7082
11/03/2015 00:00:00,0.76292,0.76456,0.76143,0.76274,0.76245,0.76438,0.76103,0.76258,1.7203
10/03/2015 20:00:00,0.76215,0.76342,0.76082,0.76292,0.76196,0.76324,0.76065,0.76245,1.8469
10/03/2015 16:00:00,0.76551,0.76842,0.76112,0.76215,0.76535,0.76825,0.76094,0.76196,1.7520
10/03/2015 12:00:00,0.76196,0.76750,0.76136,0.76551,0.76177,0.76731,0.76118,0.76535,1.8228
10/03/2015 08:00:00,0.76476,0.76593,0.76048,0.76196,0.76457,0.76576,0.76025,0.76177,1.9575
10/03/2015 04:00:00,0.76757,0.76776,0.76329,0.76476,0.76741,0.76758,0.76313,0.76457,1.9029
10/03/2015 00:00:00,0.77039,0.77098,0.76641,0.76757,0.77013,0.77067,0.76624,0.76741,1.6436
09/03/2015 20:00:00,0.77079,0.77175,0.77028,0.77039,0.77063,0.77157,0.77008,0.77013,1.4485
09/03/2015 16:00:00,0.77256,0.77377,0.77078,0.77079,0.77239,0.77359,0.77060,0.77063,1.3722
09/03/2015 12:00:00,0.77325,0.77411,0.77157,0.77256,0.77307,0.77392,0.77141,0.77239,1.4005
09/03/2015 08:00:00,0.76964,0.77336,0.76906,0.77325,0.76945,0.77318,0.76888,0.77307,1.5639
09/03/2015 04:00:00,0.77082,0.77091,0.76848,0.76964,0.77065,0.77073,0.76828,0.76945,1.6954
09/03/2015 00:00:00,0.77085,0.77287,0.77064,0.77082,0.77063,0.77269,0.77038,0.77065,1.7859
08/03/2015 20:00:00,0.77258,0.77258,0.77050,0.77085,0.77065,0.77105,0.76979,0.77063,1.7699
06/03/2015 20:00:00,0.77134,0.77345,0.77073,0.77258,0.77116,0.77311,0.77056,0.77065,1.7699
06/03/2015 16:00:00,0.77773,0.77806,0.77106,0.77134,0.77755,0.77789,0.77092,0.77116,1.7089
06/03/2015 12:00:00,0.78042,0.78540,0.77596,0.77773,0.78026,0.78450,0.77577,0.77755,1.3927
06/03/2015 08:00:00,0.78007,0.78103,0.77905,0.78042,0.77989,0.78085,0.77888,0.78026,1.1926
06/03/2015 04:00:00,0.77941,0.78149,0.77928,0.78007,0.77926,0.78127,0.77911,0.77989,1.2365
06/03/2015 00:00:00,0.77833,0.77977,0.77768,0.77941,0.77811,0.77959,0.77750,0.77926,1.4448
05/03/2015 20:00:00,0.77599,0.77835,0.77565,0.77833,0.77581,0.77815,0.77548,0.77811,1.5335
05/03/2015 16:00:00,0.77898,0.78044,0.77551,0.77599,0.77879,0.78028,0.77534,0.77581,1.5075
05/03/2015 12:00:00,0.78158,0.78167,0.77862,0.77898,0.78140,0.78148,0.77845,0.77879,1.2951
05/03/2015 08:00:00,0.78189,0.78224,0.78067,0.78158,0.78172,0.78209,0.78049,0.78140,1.2621
05/03/2015 04:00:00,0.78119,0.78417,0.78079,0.78189,0.78099,0.78397,0.78061,0.78172,1.2475
05/03/2015 00:00:00,0.78189,0.78270,0.78053,0.78119,0.78167,0.78252,0.78033,0.78099,1.2559
04/03/2015 20:00:00,0.78181,0.78301,0.78108,0.78189,0.78163,0.78283,0.78091,0.78167,1.2587
04/03/2015 16:00:00,0.78505,0.78505,0.78041,0.78181,0.78488,0.78488,0.78026,0.78163,1.2477
04/03/2015 12:00:00,0.78352,0.78619,0.78291,0.78505,0.78333,0.78597,0.78273,0.78488,1.1292
04/03/2015 08:00:00,0.78223,0.78387,0.78081,0.78352,0.78204,0.78369,0.78063,0.78333,1.1869
04/03/2015 04:00:00,0.78228,0.78251,0.78071,0.78223,0.78209,0.78233,0.78052,0.78204,1.2325
04/03/2015 00:00:00,0.78187,0.78356,0.77972,0.78228,0.78159,0.78338,0.77899,0.78209,1.2084
03/03/2015 20:00:00,0.78369,0.78396,0.78146,0.78187,0.78352,0.78380,0.78120,0.78159,1.2681
03/03/2015 16:00:00,0.78191,0.78456,0.78185,0.78369,0.78174,0.78438,0.78167,0.78352,1.2446
03/03/2015 12:00:00,0.78113,0.78275,0.78007,0.78191,0.78096,0.78256,0.77988,0.78174,1.3665
03/03/2015 08:00:00,0.78351,0.78424,0.78113,0.78113,0.78334,0.78405,0.78096,0.78096,1.3335
03/03/2015 04:00:00,0.77697,0.78976,0.77631,0.78351,0.77678,0.78394,0.77613,0.78334,1.3880
03/03/2015 00:00:00,0.77673,0.77704,0.77525,0.77697,0.77651,0.77685,0.77501,0.77678,1.4887
02/03/2015 20:00:00,0.77661,0.77757,0.77656,0.77673,0.77644,0.77740,0.77635,0.77651,1.5783
02/03/2015 16:00:00,0.77809,0.77874,0.77648,0.77661,0.77793,0.77857,0.77632,0.77644,1.5713
02/03/2015 12:00:00,0.77877,0.77939,0.77705,0.77809,0.77859,0.77923,0.77688,0.77793,1.5047
02/03/2015 08:00:00,0.77771,0.77885,0.77566,0.77877,0.77753,0.77873,0.77551,0.77859,1.5842
02/03/2015 04:00:00,0.77906,0.77925,0.77627,0.77771,0.77887,0.77906,0.77608,0.77753,1.5678
02/03/2015 00:00:00,0.78089,0.78169,0.77796,0.77906,0.78063,0.78065,0.77777,0.77887,1.4756
01/03/2015 20:00:00,0.78142,0.78309,0.77955,0.78089,0.77970,0.78226,0.77928,0.78063,1.4996
27/02/2015 20:00:00,0.78094,0.78214,0.78043,0.78142,0.78077,0.78190,0.77968,0.77970,1.4996
