Date,"EUR/USD(Open, Ask)","EUR/USD(High, Ask)","EUR/USD(Low, Ask)","EUR/USD(Close, Ask)","EUR/USD(Open, Bid)*","EUR/USD(High, Bid)*","EUR/USD(Low, Bid)*","EUR/USD(Close, Bid)*","MVA(EUR/USD.Open,7)","HISTORICAL SSI(EUR/USD, SSI).SSI"
24/02/2015 20:00:00,1.13364,1.13477,1.13316,1.13422,1.13350,1.13465,1.13303,1.13386,1.1329,-1.2105
24/02/2015 16:00:00,1.13338,1.13589,1.12890,1.13364,1.13325,1.13576,1.12876,1.13350,1.1327,-1.1592
24/02/2015 12:00:00,1.13043,1.13411,1.12970,1.13338,1.13029,1.13396,1.12957,1.13325,1.1324,-1.1084
24/02/2015 08:00:00,1.13306,1.13425,1.13002,1.13043,1.13294,1.13411,1.12991,1.13029,1.1335,-1.1153
24/02/2015 04:00:00,1.13406,1.13418,1.13242,1.13306,1.13392,1.13405,1.13229,1.13294,1.1341,-1.1635
24/02/2015 00:00:00,1.13353,1.13415,1.13316,1.13406,1.13337,1.13403,1.13303,1.13392,1.1349,-1.1732
23/02/2015 20:00:00,1.13327,1.13524,1.13280,1.13353,1.13315,1.13514,1.13268,1.13337,1.1355,-1.1510
23/02/2015 16:00:00,1.13209,1.13611,1.13179,1.13327,1.13196,1.13600,1.13167,1.13315,1.1363,-1.1407
23/02/2015 12:00:00,1.13135,1.13217,1.12959,1.13209,1.13121,1.13205,1.12944,1.13196,1.1362,-1.0395
23/02/2015 08:00:00,1.13782,1.13822,1.13108,1.13135,1.13769,1.13809,1.13096,1.13121,1.1365,-1.2611
23/02/2015 04:00:00,1.13783,1.13943,1.13748,1.13782,1.13769,1.13927,1.13736,1.13769,1.1363,-1.4193
23/02/2015 00:00:00,1.13973,1.13981,1.13592,1.13783,1.13891,1.13956,1.13574,1.13769,1.1362,-1.4153
22/02/2015 20:00:00,1.13796,1.14141,1.13796,1.13973,1.13773,1.14114,1.13773,1.13891,1.1359,-1.3699
20/02/2015 20:00:00,1.13934,1.14245,1.13664,1.13796,1.13919,1.14233,1.13650,1.13773,1.1358,-1.3699
20/02/2015 16:00:00,1.13137,1.14309,1.12870,1.13934,1.13124,1.14293,1.12856,1.13919,1.1355,-1.3076
20/02/2015 12:00:00,1.13300,1.13545,1.12794,1.13137,1.13290,1.13532,1.12784,1.13124,1.1366,-1.1208
20/02/2015 08:00:00,1.13652,1.13684,1.13042,1.13300,1.13645,1.13671,1.13031,1.13290,1.1379,-1.2077
20/02/2015 04:00:00,1.13693,1.13733,1.13625,1.13652,1.13682,1.13721,1.13611,1.13645,1.1387,-1.2501
20/02/2015 00:00:00,1.13688,1.13703,1.13575,1.13693,1.13672,1.13691,1.13562,1.13682,1.1391,-1.2599
19/02/2015 20:00:00,1.13731,1.13802,1.13580,1.13688,1.13721,1.13796,1.13569,1.13672,1.1387,-1.2915
19/02/2015 16:00:00,1.13704,1.13973,1.13659,1.13731,1.13691,1.13961,1.13648,1.13721,1.1387,-1.3526
19/02/2015 12:00:00,1.13961,1.14064,1.13562,1.13704,1.13949,1.14051,1.13546,1.13691,1.1391,-1.4436
19/02/2015 08:00:00,1.14203,1.14510,1.13941,1.13961,1.14189,1.14497,1.13927,1.13949,1.1393,-1.6109
19/02/2015 04:00:00,1.14174,1.14253,1.14108,1.14203,1.14160,1.14239,1.14097,1.14189,1.1390,-1.5470
19/02/2015 00:00:00,1.13977,1.14192,1.13936,1.14174,1.13961,1.14178,1.13926,1.14160,1.1389,-1.4537
18/02/2015 20:00:00,1.13435,1.14117,1.13373,1.13977,1.13422,1.14112,1.13358,1.13961,1.1392,-1.3942
18/02/2015 16:00:00,1.13745,1.13829,1.13346,1.13435,1.13735,1.13817,1.13333,1.13422,1.1402,-1.2579
18/02/2015 12:00:00,1.13937,1.13964,1.13598,1.13745,1.13926,1.13952,1.13586,1.13735,1.1404,-1.4581
18/02/2015 08:00:00,1.14115,1.14129,1.13789,1.13937,1.14103,1.14117,1.13775,1.13926,1.1400,-1.5190
18/02/2015 04:00:00,1.13998,1.14167,1.13987,1.14115,1.13985,1.14156,1.13974,1.14103,1.1390,-1.5849
18/02/2015 00:00:00,1.14116,1.14160,1.13983,1.13998,1.14100,1.14144,1.13972,1.13985,1.1383,-1.5850
17/02/2015 20:00:00,1.14181,1.14259,1.13909,1.14116,1.14168,1.14247,1.13896,1.14100,1.1375,-1.6334
17/02/2015 16:00:00,1.14162,1.14324,1.13819,1.14181,1.14149,1.14312,1.13807,1.14168,1.1373,-1.6033
17/02/2015 12:00:00,1.13861,1.14501,1.13773,1.14162,1.13851,1.14485,1.13763,1.14149,1.1372,-1.6316
17/02/2015 08:00:00,1.13662,1.13994,1.13379,1.13861,1.13649,1.13982,1.13366,1.13851,1.1376,-1.4506
17/02/2015 04:00:00,1.13377,1.13670,1.13377,1.13662,1.13366,1.13657,1.13364,1.13649,1.1382,-1.4564
17/02/2015 00:00:00,1.13579,1.13594,1.13226,1.13377,1.13505,1.13576,1.13215,1.13366,1.1390,-1.3402
16/02/2015 20:00:00,1.13569,1.13616,1.13203,1.13579,1.13555,1.13599,1.13188,1.13505,1.1395,-1.4493
16/02/2015 16:00:00,1.14071,1.14155,1.13413,1.13569,1.14062,1.14143,1.13399,1.13555,1.1402,-1.5092
16/02/2015 12:00:00,1.14042,1.14209,1.13974,1.14071,1.14029,1.14196,1.13965,1.14062,1.1400,-1.6463
16/02/2015 08:00:00,1.14150,1.14297,1.13961,1.14042,1.14137,1.14284,1.13948,1.14029,1.1404,-1.6469
16/02/2015 04:00:00,1.14093,1.14232,1.14039,1.14150,1.14080,1.14220,1.14025,1.14137,1.1407,-1.6213
16/02/2015 00:00:00,1.14019,1.14127,1.13900,1.14093,1.13958,1.14114,1.13887,1.14080,1.1406,-1.6165
15/02/2015 20:00:00,1.13909,1.14284,1.13881,1.14019,1.13825,1.14241,1.13825,1.13958,1.1407,-1.5957
13/02/2015 20:00:00,1.14084,1.14094,1.13859,1.13909,1.14072,1.14082,1.13823,1.13825,1.1407,-1.5957
13/02/2015 16:00:00,1.13911,1.14327,1.13844,1.14084,1.13900,1.14314,1.13832,1.14072,1.1399,-1.6695
13/02/2015 12:00:00,1.14325,1.14341,1.13803,1.13911,1.14301,1.14331,1.13795,1.13900,1.1392,-1.6527
13/02/2015 08:00:00,1.14397,1.14439,1.14182,1.14325,1.14386,1.14426,1.14169,1.14301,1.1376,-1.7461
13/02/2015 04:00:00,1.13992,1.14404,1.13966,1.14397,1.13980,1.14393,1.13955,1.14386,1.1359,-1.7230
13/02/2015 00:00:00,1.14056,1.14106,1.13945,1.13992,1.13999,1.14085,1.13934,1.13980,1.1350,-1.7128
12/02/2015 20:00:00,1.13883,1.14203,1.13792,1.14056,1.13870,1.14189,1.13778,1.13999,1.1334,-1.7063
12/02/2015 16:00:00,1.13513,1.14239,1.13279,1.13883,1.13502,1.14226,1.13260,1.13870,1.1324,-1.6097
12/02/2015 12:00:00,1.13444,1.13756,1.13267,1.13513,1.13432,1.13744,1.13255,1.13502,1.1320,-1.4106
12/02/2015 08:00:00,1.13169,1.13557,1.13108,1.13444,1.13157,1.13543,1.13095,1.13432,1.1316,-1.4506
12/02/2015 04:00:00,1.13178,1.13200,1.13064,1.13169,1.13164,1.13187,1.13051,1.13157,1.1318,-1.3563
12/02/2015 00:00:00,1.13429,1.13535,1.13029,1.13178,1.13349,1.13515,1.13015,1.13164,1.1319,-1.3359
11/02/2015 20:00:00,1.12945,1.13480,1.12872,1.13429,1.12937,1.13464,1.12859,1.13349,1.1316,-1.4018
11/02/2015 16:00:00,1.13157,1.13209,1.12804,1.12945,1.13145,1.13199,1.12792,1.12937,1.1316,-1.3532
11/02/2015 12:00:00,1.13240,1.13242,1.12898,1.13157,1.13228,1.13230,1.12888,1.13145,1.1311,-1.4849
11/02/2015 08:00:00,1.13181,1.13315,1.13032,1.13240,1.13169,1.13299,1.13020,1.13228,1.1313,-1.4812
11/02/2015 04:00:00,1.13300,1.13321,1.13151,1.13181,1.13287,1.13311,1.13140,1.13169,1.1315,-1.4849
11/02/2015 00:00:00,1.13218,1.13312,1.13144,1.13300,1.13202,1.13304,1.13082,1.13287,1.1314,-1.4863
10/02/2015 20:00:00,1.13127,1.13275,1.13034,1.13218,1.13117,1.13265,1.13021,1.13202,1.1315,-1.4419
10/02/2015 16:00:00,1.12969,1.13281,1.12962,1.13127,1.12958,1.13269,1.12950,1.13117,1.1312,-1.3965
10/02/2015 12:00:00,1.12854,1.13387,1.12735,1.12969,1.12842,1.13376,1.12724,1.12958,1.1319,-1.2893
10/02/2015 08:00:00,1.13351,1.13422,1.12852,1.12854,1.13338,1.13411,1.12842,1.12842,1.1327,-1.4148
10/02/2015 04:00:00,1.13299,1.13460,1.13277,1.13351,1.13287,1.13448,1.13265,1.13338,1.1326,-1.5031
10/02/2015 00:00:00,1.13259,1.13387,1.13242,1.13299,1.13227,1.13376,1.13207,1.13287,1.1321,-1.4899
09/02/2015 20:00:00,1.13291,1.13560,1.13185,1.13259,1.13279,1.13546,1.13171,1.13227,1.1320,-1.4723
09/02/2015 16:00:00,1.12948,1.13484,1.12896,1.13291,1.12936,1.13472,1.12884,1.13279,1.1319,-1.4638
09/02/2015 12:00:00,1.13451,1.13482,1.12710,1.12948,1.13438,1.13472,1.12697,1.12936,1.1334,-1.3381
09/02/2015 08:00:00,1.13381,1.13602,1.13192,1.13451,1.13370,1.13589,1.13178,1.13438,1.1349,-1.3302
09/02/2015 04:00:00,1.13304,1.13407,1.13289,1.13381,1.13291,1.13395,1.13276,1.13370,1.1368,-1.3084
09/02/2015 00:00:00,1.12972,1.13314,1.12966,1.13304,1.12958,1.13301,1.12953,1.13291,1.1387,-1.2941
08/02/2015 20:00:00,1.13153,1.13229,1.12869,1.12972,1.13135,1.13181,1.12855,1.12958,1.1412,-1.3200
06/02/2015 20:00:00,1.13231,1.13260,1.13125,1.13153,1.13220,1.13250,1.13107,1.13135,1.1432,-1.3200
06/02/2015 16:00:00,1.13948,1.13949,1.13146,1.13231,1.13935,1.13936,1.13133,1.13220,1.1446,-1.4307
06/02/2015 12:00:00,1.14547,1.14725,1.13524,1.13948,1.14536,1.14662,1.13511,1.13935,1.1446,-1.6886
06/02/2015 08:00:00,1.14675,1.14744,1.14417,1.14547,1.14665,1.14732,1.14405,1.14536,1.1431,-1.7928
06/02/2015 04:00:00,1.14640,1.14731,1.14619,1.14675,1.14627,1.14720,1.14607,1.14665,1.1413,-1.8006
06/02/2015 00:00:00,1.14795,1.14869,1.14617,1.14640,1.14746,1.14851,1.14606,1.14627,1.1396,-1.8496
05/02/2015 20:00:00,1.14519,1.14995,1.14507,1.14795,1.14507,1.14983,1.14496,1.14746,1.1387,-1.8675
05/02/2015 16:00:00,1.14251,1.14537,1.14184,1.14519,1.14238,1.14524,1.14170,1.14507,1.1385,-1.7639
05/02/2015 12:00:00,1.13902,1.14578,1.13748,1.14251,1.13890,1.14564,1.13735,1.14238,1.1388,-1.6528
05/02/2015 08:00:00,1.13481,1.13974,1.13326,1.13902,1.13467,1.13960,1.13312,1.13890,1.1401,-1.5454
05/02/2015 04:00:00,1.13432,1.13631,1.13376,1.13481,1.13419,1.13618,1.13364,1.13467,1.1418,-1.4999
05/02/2015 00:00:00,1.13486,1.13514,1.13048,1.13432,1.13429,1.13487,1.13034,1.13419,1.1437,-1.5109
04/02/2015 20:00:00,1.14158,1.14482,1.13164,1.13486,1.14147,1.14468,1.13148,1.13429,1.1456,-1.5448
04/02/2015 16:00:00,1.14402,1.14415,1.14000,1.14158,1.14391,1.14402,1.13991,1.14147,1.1460,-1.7149
04/02/2015 12:00:00,1.14457,1.14641,1.14307,1.14402,1.14444,1.14625,1.14294,1.14391,1.1444,-1.7654
04/02/2015 08:00:00,1.14787,1.14855,1.14378,1.14457,1.14776,1.14842,1.14365,1.14444,1.1428,-1.8105
