Date,"EUR/USD(Open, Ask)*","EUR/USD(High, Ask)*","EUR/USD(Low, Ask)*","EUR/USD(Close, Ask)*","HISTORICAL SSI(EUR/USD, SSI).SSI"
24/12/2013,1.36968,1.37156,1.36559,1.36764,-3.7880
23/12/2013,1.36762,1.37176,1.36689,1.36968,-4.1885
20/12/2013,1.36621,1.37101,1.36256,1.36765,-3.9199
19/12/2013,1.36859,1.36945,1.36501,1.36621,-3.3211
18/12/2013,1.37680,1.38124,1.36752,1.36859,-3.7901
17/12/2013,1.37621,1.37830,1.37236,1.37680,-4.1240
16/12/2013,1.37299,1.37994,1.37298,1.37621,-4.1453
13/12/2013,1.37540,1.37698,1.37093,1.37448,-3.8957
12/12/2013,1.37870,1.38038,1.37381,1.37540,-3.8947
11/12/2013,1.37616,1.38114,1.37408,1.37870,-4.5153
10/12/2013,1.37393,1.37956,1.37346,1.37616,-4.4510
9/12/2013,1.37163,1.37472,1.36948,1.37393,-4.0956
6/12/2013,1.36677,1.37071,1.36212,1.37058,-4.1268
5/12/2013,1.35938,1.36779,1.35437,1.36677,-3.8274
4/12/2013,1.35904,1.36060,1.35289,1.35938,-3.0348
3/12/2013,1.35423,1.36144,1.35251,1.35904,-3.0914
2/12/2013,1.35931,1.36166,1.35265,1.35423,-2.5770
29/11/2013,1.36060,1.36223,1.35810,1.35940,-2.9960
28/11/2013,1.35797,1.36194,1.35644,1.36060,-3.0337
27/11/2013,1.35732,1.36134,1.35583,1.35797,-2.8751
26/11/2013,1.35176,1.35755,1.35162,1.35732,-2.9817
25/11/2013,1.35528,1.35607,1.34907,1.35176,-2.6770
22/11/2013,1.34815,1.35578,1.34629,1.35577,-2.8671
21/11/2013,1.34397,1.34872,1.34001,1.34815,-2.3781
20/11/2013,1.35385,1.35832,1.34159,1.34397,-1.9921
19/11/2013,1.35075,1.35479,1.34885,1.35385,-2.6293
18/11/2013,1.35000,1.35423,1.34751,1.35075,-2.3681
15/11/2013,1.34581,1.35060,1.34328,1.34976,-2.2284
14/11/2013,1.34880,1.34983,1.34192,1.34581,-2.0318
13/11/2013,1.34359,1.34963,1.33908,1.34880,-2.1370
12/11/2013,1.34070,1.34569,1.33599,1.34359,-2.0868
11/11/2013,1.33583,1.34165,1.33454,1.34070,-1.9416
8/11/2013,1.34203,1.34386,1.33183,1.33690,-1.6664
7/11/2013,1.35155,1.35297,1.32953,1.34203,-1.9275
6/11/2013,1.34761,1.35483,1.34682,1.35155,-1.6804
5/11/2013,1.35149,1.35230,1.34497,1.34761,-1.4224
4/11/2013,1.34910,1.35249,1.34426,1.35149,-1.6324
1/11/2013,1.35849,1.35902,1.34806,1.34912,-1.4675
31/10/2013,1.37363,1.37393,1.35759,1.35849,-2.0595
30/10/2013,1.37465,1.37861,1.36965,1.37363,-4.1117
29/10/2013,1.37863,1.38139,1.37372,1.37465,-3.9808
28/10/2013,1.38112,1.38184,1.37757,1.37863,-4.5333
25/10/2013,1.38014,1.38329,1.37751,1.38053,-4.3263
24/10/2013,1.37774,1.38260,1.37651,1.38014,-4.2640
23/10/2013,1.37823,1.37935,1.37421,1.37774,-4.4523
22/10/2013,1.36803,1.37927,1.36625,1.37823,-4.7428
21/10/2013,1.36856,1.36893,1.36518,1.36803,-4.1738
18/10/2013,1.36760,1.37047,1.36600,1.36878,-4.3336
17/10/2013,1.35319,1.36825,1.35165,1.36760,-4.1795
16/10/2013,1.35255,1.35681,1.34734,1.35319,-2.8064
15/10/2013,1.35619,1.35717,1.34800,1.35255,-2.6846
14/10/2013,1.35655,1.35985,1.35462,1.35619,-3.1660
11/10/2013,1.35207,1.35824,1.35188,1.35415,-3.0575
10/10/2013,1.35224,1.35480,1.34882,1.35207,-2.7360
9/10/2013,1.35742,1.36053,1.34864,1.35224,-2.4436
8/10/2013,1.35822,1.36079,1.35583,1.35742,-2.9407
7/10/2013,1.35670,1.35918,1.35432,1.35822,-2.9663
4/10/2013,1.36190,1.36325,1.35389,1.35545,-2.8546
3/10/2013,1.35793,1.36469,1.35780,1.36190,-3.3451
2/10/2013,1.35270,1.36079,1.35052,1.35793,-3.3478
1/10/2013,1.35263,1.35885,1.35175,1.35270,-2.7255
30/9/2013,1.34980,1.35568,1.34782,1.35263,-2.9449
27/9/2013,1.34891,1.35651,1.34749,1.35243,-2.9272
26/9/2013,1.35265,1.35363,1.34728,1.34891,-2.5119
25/9/2013,1.34731,1.35379,1.34625,1.35265,-2.9027
24/9/2013,1.34938,1.35197,1.34649,1.34731,-2.5262
23/9/2013,1.35517,1.35615,1.34802,1.34938,-2.6843
20/9/2013,1.35302,1.35493,1.34985,1.35276,-2.9869
19/9/2013,1.35230,1.35692,1.35020,1.35302,-3.0622
18/9/2013,1.33579,1.35430,1.33389,1.35230,-3.0352
17/9/2013,1.33348,1.33714,1.33259,1.33579,-2.4751
16/9/2013,1.33612,1.33862,1.33308,1.33348,-2.3414
13/9/2013,1.33005,1.33221,1.32542,1.33011,-2.2170
12/9/2013,1.33113,1.33253,1.32566,1.33005,-2.2467
11/9/2013,1.32673,1.33253,1.32443,1.33113,-2.3591
10/9/2013,1.32540,1.32764,1.32310,1.32673,-2.1000
9/9/2013,1.31662,1.32813,1.31662,1.32540,-2.0906
6/9/2013,1.31213,1.31902,1.31055,1.31809,-1.5629
5/9/2013,1.32078,1.32238,1.31111,1.31213,-1.3062
4/9/2013,1.31711,1.32185,1.31575,1.32078,-1.6005
3/9/2013,1.31938,1.31984,1.31393,1.31711,-1.3744
2/9/2013,1.32177,1.32281,1.31844,1.31938,-1.4526
30/8/2013,1.32419,1.32558,1.31740,1.32256,-1.6153
29/8/2013,1.33403,1.33436,1.32200,1.32419,-1.7095
28/8/2013,1.33937,1.33985,1.33055,1.33403,-2.2731
27/8/2013,1.33704,1.33993,1.33231,1.33937,-2.8087
26/8/2013,1.33920,1.33948,1.33572,1.33704,-2.5614
23/8/2013,1.33565,1.34104,1.33340,1.33793,-2.7773
22/8/2013,1.33574,1.33739,1.32989,1.33565,-2.4908
21/8/2013,1.34186,1.34278,1.33360,1.33574,-2.5089
20/8/2013,1.33356,1.34526,1.33240,1.34186,-3.1455
19/8/2013,1.33412,1.33752,1.33158,1.33356,-2.5864
16/8/2013,1.33463,1.33808,1.33117,1.33299,-2.5664
15/8/2013,1.32556,1.33637,1.32060,1.33463,-2.7311
14/8/2013,1.32631,1.32818,1.32397,1.32556,-1.9899
13/8/2013,1.33014,1.33176,1.32341,1.32631,-2.3302
12/8/2013,1.33242,1.33446,1.32778,1.33014,-2.2439
9/8/2013,1.33813,1.33910,1.33333,1.33442,-2.9065
8/8/2013,1.33373,1.34011,1.33288,1.33813,-3.4915
7/8/2013,1.33072,1.33461,1.32663,1.33373,-3.2585
6/8/2013,1.32591,1.33236,1.32468,1.33072,-2.9693
5/8/2013,1.32902,1.33011,1.32334,1.32591,-2.3108
2/8/2013,1.32093,1.32949,1.31902,1.32838,-2.6168
1/8/2013,1.33032,1.33113,1.31930,1.32093,-1.8248
31/7/2013,1.32636,1.33456,1.32102,1.33032,-2.5255
30/7/2013,1.32637,1.33024,1.32350,1.32636,-2.2766
