Date,"GBP/USD(Open, Ask)","GBP/USD(High, Ask)","GBP/USD(Low, Ask)","GBP/USD(Close, Ask)","GBP/USD(Open, Bid)*","GBP/USD(High, Bid)*","GBP/USD(Low, Bid)*","GBP/USD(Close, Bid)*","HISTORICAL SSI(GBP/USD, SSI).SSI"
04/05/2016 20:00:00,1.44916,1.44981,1.44781,1.44953,1.44899,1.44964,1.44765,1.44937,-1.2149
04/05/2016 19:00:00,1.44742,1.45001,1.44740,1.44916,1.44727,1.44985,1.44725,1.44899,-1.2149
04/05/2016 18:00:00,1.44819,1.44902,1.44673,1.44742,1.44803,1.44886,1.44657,1.44727,-1.2149
04/05/2016 17:00:00,1.45033,1.45187,1.44716,1.44819,1.44997,1.45168,1.44700,1.44803,-1.2149
04/05/2016 16:00:00,1.45013,1.45118,1.44922,1.45033,1.44995,1.45102,1.44914,1.44997,-1.2149
04/05/2016 15:00:00,1.45118,1.45435,1.44997,1.45013,1.45102,1.45418,1.44975,1.44995,-1.2149
04/05/2016 14:00:00,1.44812,1.45150,1.44805,1.45118,1.44796,1.45133,1.44791,1.45102,-1.2149
04/05/2016 13:00:00,1.44813,1.44841,1.44624,1.44812,1.44796,1.44824,1.44609,1.44796,-1.2149
04/05/2016 12:00:00,1.44837,1.45037,1.44669,1.44813,1.44819,1.45020,1.44646,1.44796,-1.2149
04/05/2016 11:00:00,1.45320,1.45327,1.44722,1.44837,1.45304,1.45310,1.44704,1.44819,-1.2149
04/05/2016 10:00:00,1.45501,1.45729,1.45288,1.45320,1.45483,1.45711,1.45271,1.45304,-1.2149
04/05/2016 09:00:00,1.45443,1.45602,1.45239,1.45501,1.45426,1.45584,1.45222,1.45483,-1.2149
04/05/2016 08:00:00,1.45441,1.45532,1.45402,1.45443,1.45425,1.45512,1.45385,1.45426,-1.2149
04/05/2016 07:00:00,1.45238,1.45453,1.45237,1.45441,1.45222,1.45439,1.45220,1.45425,-1.2149
04/05/2016 06:00:00,1.45229,1.45318,1.45208,1.45238,1.45213,1.45302,1.45194,1.45222,-1.2149
04/05/2016 05:00:00,1.45308,1.45319,1.45207,1.45229,1.45284,1.45300,1.45189,1.45213,-1.2149
04/05/2016 04:00:00,1.45479,1.45534,1.45255,1.45308,1.45463,1.45517,1.45239,1.45284,-1.2149
04/05/2016 03:00:00,1.45488,1.45521,1.45449,1.45479,1.45471,1.45506,1.45429,1.45463,-1.2149
04/05/2016 02:00:00,1.45446,1.45499,1.45446,1.45488,1.45427,1.45479,1.45427,1.45471,-1.2149
04/05/2016 01:00:00,1.45369,1.45460,1.45366,1.45446,1.45308,1.45442,1.45308,1.45427,-1.2149
04/05/2016 00:00:00,1.45363,1.45455,1.45336,1.45369,1.45337,1.45389,1.45297,1.45308,-1.2149
03/05/2016 23:00:00,1.45379,1.45453,1.45354,1.45363,1.45362,1.45436,1.45328,1.45337,-1.2149
03/05/2016 22:00:00,1.45423,1.45456,1.45303,1.45379,1.45407,1.45441,1.45285,1.45362,-1.2149
03/05/2016 21:00:00,1.45607,1.45626,1.45389,1.45423,1.45591,1.45609,1.45371,1.45407,-1.2149
03/05/2016 20:00:00,1.45651,1.45759,1.45599,1.45607,1.45634,1.45743,1.45583,1.45591,-1.2149
03/05/2016 19:00:00,1.45419,1.45659,1.45402,1.45651,1.45404,1.45640,1.45383,1.45634,-1.2149
03/05/2016 18:00:00,1.45525,1.45590,1.45325,1.45419,1.45508,1.45573,1.45309,1.45404,-1.2149
03/05/2016 17:00:00,1.46050,1.46146,1.45461,1.45525,1.46035,1.46128,1.45445,1.45508,-1.2149
03/05/2016 16:00:00,1.46243,1.46304,1.45923,1.46050,1.46224,1.46289,1.45905,1.46035,-1.2149
03/05/2016 15:00:00,1.46304,1.46414,1.46142,1.46243,1.46291,1.46402,1.46125,1.46224,-1.2149
03/05/2016 14:00:00,1.46725,1.46786,1.46275,1.46304,1.46709,1.46768,1.46257,1.46291,-1.2149
03/05/2016 13:00:00,1.46937,1.46937,1.46697,1.46725,1.46921,1.46922,1.46679,1.46709,-1.2149
03/05/2016 12:00:00,1.47105,1.47186,1.46851,1.46937,1.47098,1.47167,1.46830,1.46921,-1.2149
03/05/2016 11:00:00,1.47499,1.47707,1.47069,1.47105,1.47482,1.47691,1.47052,1.47098,-1.2149
03/05/2016 10:00:00,1.47356,1.47661,1.47167,1.47499,1.47336,1.47640,1.47150,1.47482,-1.2149
03/05/2016 09:00:00,1.46867,1.47420,1.46828,1.47356,1.46851,1.47404,1.46811,1.47336,-1.2149
03/05/2016 08:00:00,1.46782,1.46876,1.46608,1.46867,1.46765,1.46859,1.46589,1.46851,-1.2149
03/05/2016 07:00:00,1.46844,1.46873,1.46674,1.46782,1.46828,1.46855,1.46651,1.46765,-1.2149
03/05/2016 06:00:00,1.46834,1.46875,1.46830,1.46844,1.46818,1.46858,1.46813,1.46828,-1.2149
03/05/2016 05:00:00,1.46712,1.46874,1.46703,1.46834,1.46696,1.46856,1.46687,1.46818,-1.2149
03/05/2016 04:00:00,1.46717,1.46748,1.46633,1.46712,1.46701,1.46733,1.46614,1.46696,-1.2149
03/05/2016 03:00:00,1.46631,1.46741,1.46625,1.46717,1.46613,1.46723,1.46608,1.46701,-1.2149
03/05/2016 02:00:00,1.46683,1.46684,1.46617,1.46631,1.46659,1.46663,1.46601,1.46613,-1.2149
03/05/2016 01:00:00,1.46689,1.46706,1.46651,1.46683,1.46644,1.46682,1.46628,1.46659,-1.2149
03/05/2016 00:00:00,1.46743,1.46752,1.46654,1.46689,1.46717,1.46717,1.46611,1.46644,-1.2149
02/05/2016 23:00:00,1.46697,1.46761,1.46697,1.46743,1.46678,1.46743,1.46678,1.46717,-1.2149
02/05/2016 22:00:00,1.46695,1.46725,1.46594,1.46697,1.46678,1.46710,1.46576,1.46678,-1.2149
02/05/2016 21:00:00,1.46731,1.46803,1.46637,1.46695,1.46716,1.46788,1.46620,1.46678,-1.2346
02/05/2016 20:00:00,1.46778,1.46900,1.46722,1.46731,1.46761,1.46881,1.46707,1.46716,-1.2626
02/05/2016 19:00:00,1.46646,1.46821,1.46573,1.46778,1.46627,1.46806,1.46555,1.46761,-1.2384
02/05/2016 18:00:00,1.46733,1.46784,1.46601,1.46646,1.46717,1.46767,1.46585,1.46627,-1.2397
02/05/2016 17:00:00,1.46910,1.46927,1.46468,1.46733,1.46790,1.46867,1.46450,1.46717,-1.2348
02/05/2016 16:00:00,1.46729,1.46910,1.46464,1.46910,1.46710,1.46882,1.46449,1.46790,-1.2388
02/05/2016 15:00:00,1.46608,1.46972,1.46581,1.46729,1.46589,1.46957,1.46562,1.46710,-1.2623
02/05/2016 14:00:00,1.46284,1.46632,1.46254,1.46608,1.46266,1.46612,1.46237,1.46589,-1.2458
02/05/2016 13:00:00,1.46124,1.46309,1.46096,1.46284,1.46108,1.46291,1.46079,1.46266,-1.1543
02/05/2016 12:00:00,1.46147,1.46220,1.46105,1.46124,1.46129,1.46202,1.46086,1.46108,-1.1435
02/05/2016 11:00:00,1.46201,1.46295,1.46136,1.46147,1.46179,1.46277,1.46120,1.46129,-1.1642
02/05/2016 10:00:00,1.46256,1.46378,1.46051,1.46201,1.46239,1.46358,1.46030,1.46179,-1.1837
02/05/2016 09:00:00,1.46072,1.46297,1.46069,1.46256,1.46054,1.46276,1.46051,1.46239,-1.1779
02/05/2016 08:00:00,1.46093,1.46159,1.46063,1.46072,1.46073,1.46147,1.46043,1.46054,-1.1800
02/05/2016 07:00:00,1.46094,1.46157,1.46050,1.46093,1.46078,1.46139,1.46031,1.46073,-1.1738
02/05/2016 06:00:00,1.46167,1.46185,1.46040,1.46094,1.46143,1.46167,1.46022,1.46078,-1.1684
02/05/2016 05:00:00,1.46194,1.46229,1.46134,1.46167,1.46175,1.46216,1.46108,1.46143,-1.1687
02/05/2016 04:00:00,1.46148,1.46235,1.46120,1.46194,1.46131,1.46215,1.46104,1.46175,-1.1675
02/05/2016 03:00:00,1.46043,1.46194,1.46017,1.46148,1.46024,1.46177,1.45995,1.46131,-1.1720
02/05/2016 02:00:00,1.45927,1.46085,1.45925,1.46043,1.45905,1.46070,1.45905,1.46024,-1.1624
02/05/2016 01:00:00,1.45986,1.46010,1.45905,1.45927,1.45889,1.45968,1.45877,1.45905,-1.1740
02/05/2016 00:00:00,1.45953,1.46018,1.45896,1.45986,1.45805,1.45958,1.45801,1.45889,-1.1936
01/05/2016 23:00:00,1.46055,1.46055,1.45839,1.45953,1.45991,1.45993,1.45787,1.45805,-1.2009
01/05/2016 22:00:00,1.46126,1.46158,1.45985,1.46055,1.46065,1.46065,1.45936,1.45991,-1.2345
29/04/2016 23:00:00,1.46125,1.46230,1.46054,1.46126,1.46110,1.46159,1.46017,1.46065,-1.2345
29/04/2016 22:00:00,1.46140,1.46169,1.46042,1.46125,1.46122,1.46152,1.46026,1.46110,-1.2065
29/04/2016 21:00:00,1.45922,1.46143,1.45914,1.46140,1.45910,1.46123,1.45897,1.46122,-1.1655
29/04/2016 20:00:00,1.46265,1.46376,1.45897,1.45922,1.46251,1.46359,1.45882,1.45910,-1.1514
29/04/2016 19:00:00,1.46251,1.46364,1.46157,1.46265,1.46234,1.46345,1.46138,1.46251,-1.2142
29/04/2016 18:00:00,1.46504,1.46720,1.46188,1.46251,1.46493,1.46695,1.46171,1.46234,-1.2229
29/04/2016 17:00:00,1.46392,1.46536,1.45952,1.46504,1.46369,1.46521,1.45935,1.46493,-1.1968
29/04/2016 16:00:00,1.46120,1.46526,1.46084,1.46392,1.46104,1.46509,1.46066,1.46369,-1.2463
29/04/2016 15:00:00,1.46123,1.46442,1.46045,1.46120,1.46106,1.46424,1.46028,1.46104,-1.2134
29/04/2016 14:00:00,1.46146,1.46379,1.45927,1.46123,1.46128,1.46361,1.45907,1.46106,-1.2017
29/04/2016 13:00:00,1.45954,1.46176,1.45946,1.46146,1.45932,1.46158,1.45924,1.46128,-1.1891
29/04/2016 12:00:00,1.45826,1.46000,1.45785,1.45954,1.45810,1.45981,1.45766,1.45932,-1.1630
29/04/2016 11:00:00,1.46114,1.46200,1.45779,1.45826,1.46100,1.46181,1.45760,1.45810,-1.1874
29/04/2016 10:00:00,1.46370,1.46655,1.46088,1.46114,1.46350,1.46637,1.46070,1.46100,-1.2480
29/04/2016 09:00:00,1.46453,1.46507,1.46316,1.46370,1.46431,1.46492,1.46299,1.46350,-1.2430
29/04/2016 08:00:00,1.46528,1.46575,1.46431,1.46453,1.46507,1.46556,1.46411,1.46431,-1.2301
29/04/2016 07:00:00,1.46443,1.46528,1.46402,1.46528,1.46428,1.46507,1.46382,1.46507,-1.2265
29/04/2016 06:00:00,1.46433,1.46527,1.46392,1.46443,1.46411,1.46507,1.46369,1.46428,-1.2240
29/04/2016 05:00:00,1.46464,1.46504,1.46420,1.46433,1.46444,1.46482,1.46399,1.46411,-1.2148
29/04/2016 04:00:00,1.46309,1.46551,1.46249,1.46464,1.46290,1.46532,1.46227,1.46444,-1.2081
29/04/2016 03:00:00,1.46113,1.46343,1.46113,1.46309,1.46092,1.46322,1.46092,1.46290,-1.2646
29/04/2016 02:00:00,1.46086,1.46124,1.46048,1.46113,1.46065,1.46106,1.46029,1.46092,-1.2497
29/04/2016 01:00:00,1.46117,1.46137,1.46067,1.46086,1.46059,1.46104,1.46040,1.46065,-1.2549
29/04/2016 00:00:00,1.46138,1.46158,1.46040,1.46117,1.46021,1.46085,1.45915,1.46059,-1.2484
28/04/2016 23:00:00,1.46121,1.46152,1.46035,1.46138,1.46106,1.46130,1.46016,1.46021,-1.2600
28/04/2016 22:00:00,1.46100,1.46152,1.45964,1.46121,1.46082,1.46133,1.45945,1.46106,-1.2755
28/04/2016 21:00:00,1.46119,1.46177,1.46073,1.46100,1.46103,1.46160,1.46056,1.46082,-1.2985
28/04/2016 20:00:00,1.45974,1.46244,1.45958,1.46119,1.45958,1.46223,1.45941,1.46103,-1.2629
28/04/2016 19:00:00,1.45829,1.46018,1.45796,1.45974,1.45812,1.46006,1.45782,1.45958,-1.2029
28/04/2016 18:00:00,1.45715,1.46009,1.45672,1.45829,1.45698,1.45995,1.45655,1.45812,-1.1524
28/04/2016 17:00:00,1.45590,1.45905,1.45513,1.45715,1.45572,1.45887,1.45499,1.45698,-1.1238
28/04/2016 16:00:00,1.45656,1.45721,1.45419,1.45590,1.45638,1.45703,1.45402,1.45572,-1.0820
28/04/2016 15:00:00,1.45580,1.45950,1.45552,1.45656,1.45565,1.45933,1.45537,1.45638,-1.0987
28/04/2016 14:00:00,1.45527,1.45637,1.45430,1.45580,1.45507,1.45621,1.45416,1.45565,-1.0705
28/04/2016 13:00:00,1.45749,1.45868,1.45426,1.45527,1.45732,1.45851,1.45405,1.45507,-1.1118
28/04/2016 12:00:00,1.46070,1.46106,1.45720,1.45749,1.46051,1.46088,1.45703,1.45732,-1.1701
28/04/2016 11:00:00,1.45967,1.46203,1.45822,1.46070,1.45946,1.46186,1.45805,1.46051,-1.1890
28/04/2016 10:00:00,1.45709,1.46088,1.45681,1.45967,1.45691,1.46070,1.45662,1.45946,-1.2094
28/04/2016 09:00:00,1.45427,1.45933,1.45427,1.45709,1.45395,1.45911,1.45395,1.45691,-1.2018
28/04/2016 08:00:00,1.45511,1.45540,1.45416,1.45427,1.45493,1.45519,1.45395,1.45395,-1.1979
28/04/2016 07:00:00,1.45360,1.45556,1.45336,1.45511,1.45337,1.45536,1.45313,1.45493,-1.1962
28/04/2016 06:00:00,1.45291,1.45546,1.45249,1.45360,1.45273,1.45523,1.45226,1.45337,-1.1698
28/04/2016 05:00:00,1.45269,1.45336,1.45266,1.45291,1.45247,1.45315,1.45245,1.45273,-1.1787
28/04/2016 04:00:00,1.45324,1.45365,1.45262,1.45269,1.45300,1.45345,1.45242,1.45247,-1.1763
28/04/2016 03:00:00,1.45401,1.45406,1.45294,1.45324,1.45381,1.45385,1.45273,1.45300,-1.1673
28/04/2016 02:00:00,1.45414,1.45418,1.45357,1.45401,1.45392,1.45399,1.45333,1.45381,-1.1649
28/04/2016 01:00:00,1.45380,1.45425,1.45345,1.45414,1.45332,1.45401,1.45328,1.45392,-1.1672
28/04/2016 00:00:00,1.45470,1.45525,1.45339,1.45380,1.45395,1.45476,1.45304,1.45332,-1.1660
27/04/2016 23:00:00,1.45337,1.45475,1.45272,1.45470,1.45320,1.45434,1.45254,1.45395,-1.1520
27/04/2016 22:00:00,1.45403,1.45447,1.45217,1.45337,1.45387,1.45426,1.45197,1.45320,-1.1367
27/04/2016 21:00:00,1.45697,1.45836,1.44758,1.45403,1.45544,1.45765,1.44724,1.45387,-1.1382
27/04/2016 20:00:00,1.45566,1.45697,1.45453,1.45697,1.45549,1.45620,1.45437,1.45544,-1.1270
27/04/2016 19:00:00,1.45545,1.45604,1.45448,1.45566,1.45529,1.45588,1.45435,1.45549,-1.1509
27/04/2016 18:00:00,1.45380,1.45545,1.45310,1.45545,1.45363,1.45529,1.45296,1.45529,-1.1443
27/04/2016 17:00:00,1.45784,1.45863,1.45368,1.45380,1.45754,1.45847,1.45352,1.45363,-1.1503
27/04/2016 16:00:00,1.45824,1.45886,1.45613,1.45784,1.45807,1.45868,1.45597,1.45754,-1.1504
27/04/2016 15:00:00,1.45934,1.45955,1.45650,1.45824,1.45917,1.45938,1.45634,1.45807,-1.1434
27/04/2016 14:00:00,1.46072,1.46117,1.45930,1.45934,1.46057,1.46100,1.45913,1.45917,-1.1725
27/04/2016 13:00:00,1.45973,1.46199,1.45944,1.46072,1.45954,1.46184,1.45925,1.46057,-1.1797
27/04/2016 12:00:00,1.45914,1.45984,1.45722,1.45973,1.45898,1.45972,1.45706,1.45954,-1.1523
27/04/2016 11:00:00,1.45983,1.45996,1.45502,1.45914,1.45966,1.45977,1.45441,1.45898,-1.1415
27/04/2016 10:00:00,1.45963,1.46237,1.45898,1.45983,1.45946,1.46214,1.45879,1.45966,-1.1352
27/04/2016 09:00:00,1.45603,1.45965,1.45546,1.45963,1.45585,1.45946,1.45528,1.45946,-1.2230
27/04/2016 08:00:00,1.45794,1.45812,1.45588,1.45603,1.45772,1.45795,1.45568,1.45585,-1.2023
27/04/2016 07:00:00,1.45857,1.45868,1.45778,1.45794,1.45837,1.45847,1.45759,1.45772,-1.2108
27/04/2016 06:00:00,1.45829,1.45870,1.45771,1.45857,1.45808,1.45852,1.45752,1.45837,-1.2161
27/04/2016 05:00:00,1.45767,1.45882,1.45733,1.45829,1.45747,1.45861,1.45714,1.45808,-1.2221
27/04/2016 04:00:00,1.45821,1.45966,1.45739,1.45767,1.45806,1.45948,1.45720,1.45747,-1.2267
27/04/2016 03:00:00,1.45739,1.45853,1.45739,1.45821,1.45723,1.45833,1.45723,1.45806,-1.2300
27/04/2016 02:00:00,1.45801,1.45811,1.45737,1.45739,1.45780,1.45789,1.45713,1.45723,-1.2286
27/04/2016 01:00:00,1.45793,1.45808,1.45754,1.45801,1.45729,1.45786,1.45721,1.45780,-1.2338
27/04/2016 00:00:00,1.45838,1.45855,1.45755,1.45793,1.45784,1.45794,1.45681,1.45729,-1.2326
26/04/2016 23:00:00,1.45688,1.45850,1.45684,1.45838,1.45669,1.45810,1.45667,1.45784,-1.2465
26/04/2016 22:00:00,1.45801,1.45804,1.45663,1.45688,1.45782,1.45787,1.45645,1.45669,-1.2271
26/04/2016 21:00:00,1.45831,1.45856,1.45682,1.45801,1.45816,1.45839,1.45667,1.45782,-1.2569
26/04/2016 20:00:00,1.45845,1.45875,1.45751,1.45831,1.45829,1.45859,1.45733,1.45816,-1.3132
26/04/2016 19:00:00,1.46112,1.46158,1.45824,1.45845,1.46094,1.46140,1.45807,1.45829,-1.3626
26/04/2016 18:00:00,1.45848,1.46121,1.45785,1.46112,1.45833,1.46104,1.45769,1.46094,-1.3613
26/04/2016 17:00:00,1.46352,1.46401,1.45765,1.45848,1.46310,1.46383,1.45749,1.45833,-1.2988
26/04/2016 16:00:00,1.46103,1.46377,1.46076,1.46352,1.46079,1.46360,1.46058,1.46310,-1.3088
26/04/2016 15:00:00,1.45468,1.46204,1.45468,1.46103,1.45450,1.46189,1.45449,1.46079,-1.2134
26/04/2016 14:00:00,1.45654,1.45663,1.45456,1.45468,1.45636,1.45646,1.45439,1.45450,-1.1344
26/04/2016 13:00:00,1.45589,1.45687,1.45473,1.45654,1.45573,1.45670,1.45456,1.45636,-1.1429
26/04/2016 12:00:00,1.45723,1.45796,1.45545,1.45589,1.45704,1.45777,1.45528,1.45573,-1.1216
26/04/2016 11:00:00,1.45401,1.45729,1.45273,1.45723,1.45381,1.45711,1.45257,1.45704,-1.0911
26/04/2016 10:00:00,1.44933,1.45476,1.44904,1.45401,1.44915,1.45459,1.44885,1.45381,-1.2463
26/04/2016 09:00:00,1.44929,1.45075,1.44860,1.44933,1.44913,1.45058,1.44841,1.44915,-1.1815
26/04/2016 08:00:00,1.45034,1.45034,1.44867,1.44929,1.45013,1.45013,1.44845,1.44913,-1.1581
26/04/2016 07:00:00,1.44914,1.45042,1.44871,1.45034,1.44894,1.45022,1.44847,1.45013,-1.1593
26/04/2016 06:00:00,1.45024,1.45031,1.44874,1.44914,1.45005,1.45012,1.44852,1.44894,-1.1545
26/04/2016 05:00:00,1.45054,1.45081,1.45000,1.45024,1.45031,1.45064,1.44984,1.45005,-1.1409
26/04/2016 04:00:00,1.44925,1.45098,1.44914,1.45054,1.44907,1.45080,1.44896,1.45031,-1.1423
26/04/2016 03:00:00,1.44874,1.44954,1.44867,1.44925,1.44852,1.44932,1.44851,1.44907,-1.1183
26/04/2016 02:00:00,1.44838,1.44929,1.44811,1.44874,1.44815,1.44909,1.44790,1.44852,-1.1153
26/04/2016 01:00:00,1.44859,1.44903,1.44808,1.44838,1.44797,1.44874,1.44779,1.44815,-1.1085
26/04/2016 00:00:00,1.44845,1.44912,1.44828,1.44859,1.44786,1.44858,1.44784,1.44797,-1.0985
25/04/2016 23:00:00,1.44745,1.44869,1.44745,1.44845,1.44732,1.44839,1.44732,1.44786,-1.0805
25/04/2016 22:00:00,1.44765,1.44809,1.44717,1.44745,1.44748,1.44791,1.44701,1.44732,-1.0664
25/04/2016 21:00:00,1.44909,1.44989,1.44763,1.44765,1.44891,1.44974,1.44747,1.44748,-1.1004
25/04/2016 20:00:00,1.44884,1.45027,1.44871,1.44909,1.44867,1.45008,1.44855,1.44891,-1.1265
25/04/2016 19:00:00,1.44921,1.45023,1.44822,1.44884,1.44905,1.45004,1.44806,1.44867,-1.1193
25/04/2016 18:00:00,1.45012,1.45067,1.44832,1.44921,1.44995,1.45053,1.44818,1.44905,-1.1098
25/04/2016 17:00:00,1.44888,1.45028,1.44638,1.45012,1.44806,1.45011,1.44620,1.44995,-1.0865
25/04/2016 16:00:00,1.44827,1.45021,1.44661,1.44888,1.44807,1.45005,1.44641,1.44806,-1.1018
25/04/2016 15:00:00,1.45105,1.45155,1.44774,1.44827,1.45086,1.45137,1.44757,1.44807,-1.1210
25/04/2016 14:00:00,1.44540,1.45207,1.44512,1.45105,1.44521,1.45187,1.44495,1.45086,-1.1396
25/04/2016 13:00:00,1.44321,1.44585,1.44287,1.44540,1.44301,1.44566,1.44267,1.44521,-1.0935
25/04/2016 12:00:00,1.44287,1.44367,1.44166,1.44321,1.44268,1.44347,1.44150,1.44301,-1.0762
25/04/2016 11:00:00,1.44138,1.44404,1.44084,1.44287,1.44107,1.44385,1.44064,1.44268,-1.0846
