Date,"Open, Ask","High, Ask","Low, Ask","Close, Ask","Open, Bid","High, Bid","Low, Bid","Close, Bid",SSI
26/01/2016 00:00:00,0.69570,0.70224,0.69199,0.70072,0.69535,0.70204,0.69179,0.70038,1.1383
25/01/2016 00:00:00,0.70068,0.70327,0.69505,0.69570,0.69994,0.70308,0.69487,0.69535,1.3677
22/01/2016 00:00:00,0.70011,0.70467,0.69872,0.70082,0.69977,0.70455,0.69855,0.69968,1.3545
21/01/2016 00:00:00,0.69090,0.70185,0.68766,0.70011,0.69052,0.70167,0.68747,0.69977,1.3378
20/01/2016 00:00:00,0.69113,0.69264,0.68290,0.69090,0.69063,0.69244,0.68272,0.69052,1.8634
19/01/2016 00:00:00,0.68680,0.69584,0.68395,0.69113,0.68644,0.69567,0.68378,0.69063,1.5023
18/01/2016 00:00:00,0.68402,0.69295,0.68402,0.68680,0.68366,0.69274,0.68340,0.68644,1.9286
15/01/2016 00:00:00,0.69869,0.70030,0.68283,0.68668,0.69820,0.70012,0.68263,0.68542,2.4963
14/01/2016 00:00:00,0.69587,0.69979,0.69109,0.69869,0.69539,0.69961,0.69094,0.69820,1.6725
13/01/2016 00:00:00,0.69869,0.70498,0.69512,0.69587,0.69835,0.70480,0.69493,0.69539,2.1985
12/01/2016 00:00:00,0.69988,0.70218,0.69410,0.69869,0.69936,0.70203,0.69392,0.69835,1.6111
11/01/2016 00:00:00,0.69732,0.70366,0.69283,0.69988,0.69697,0.70350,0.69259,0.69936,2.1231
08/01/2016 00:00:00,0.70132,0.70797,0.69524,0.69582,0.70106,0.70760,0.69462,0.69468,2.3144
07/01/2016 00:00:00,0.70736,0.70871,0.69813,0.70132,0.70704,0.70854,0.69797,0.70106,1.4622
06/01/2016 00:00:00,0.71632,0.71726,0.70495,0.70736,0.71587,0.71709,0.70476,0.70704,1.3319
05/01/2016 00:00:00,0.71925,0.72156,0.71333,0.71632,0.71886,0.72139,0.71315,0.71587,1.1124
04/01/2016 00:00:00,0.72916,0.73026,0.71568,0.71925,0.72814,0.73007,0.71552,0.71886,1.0547
31/12/2015 00:00:00,0.72882,0.73287,0.72677,0.72934,0.72849,0.73267,0.72659,0.72850,-1.3124
30/12/2015 00:00:00,0.72975,0.73045,0.72722,0.72882,0.72933,0.73027,0.72704,0.72849,-1.2773
29/12/2015 00:00:00,0.72507,0.73040,0.72466,0.72975,0.72466,0.73024,0.72442,0.72933,-1.3008
28/12/2015 00:00:00,0.72856,0.72862,0.72492,0.72507,0.72744,0.72821,0.72461,0.72466,-1.1727
24/12/2015 00:00:00,0.72387,0.72817,0.72281,0.72762,0.72310,0.72798,0.72252,0.72672,-1.2187
23/12/2015 00:00:00,0.72386,0.72489,0.72100,0.72387,0.72347,0.72473,0.72082,0.72310,-1.1677
22/12/2015 00:00:00,0.71918,0.72500,0.71831,0.72386,0.71885,0.72484,0.71808,0.72347,-1.1655
21/12/2015 00:00:00,0.71708,0.71963,0.71562,0.71918,0.71682,0.71946,0.71544,0.71885,-1.0262
18/12/2015 00:00:00,0.71307,0.72014,0.71130,0.71752,0.71269,0.71999,0.71113,0.71642,-1.0459
17/12/2015 00:00:00,0.72325,0.72565,0.70980,0.71307,0.72264,0.72454,0.70961,0.71269,1.1910
16/12/2015 00:00:00,0.71944,0.72818,0.71781,0.72325,0.71911,0.72795,0.71753,0.72264,-1.1568
15/12/2015 00:00:00,0.72501,0.72842,0.71613,0.71944,0.72417,0.72824,0.71598,0.71911,-1.1055
14/12/2015 00:00:00,0.72076,0.72709,0.71608,0.72501,0.72035,0.72691,0.71591,0.72417,-1.2520
11/12/2015 00:00:00,0.72828,0.72832,0.71861,0.71948,0.72794,0.72805,0.71822,0.71822,-1.1342
10/12/2015 00:00:00,0.72316,0.73355,0.72229,0.72828,0.72277,0.73337,0.72209,0.72794,-1.3180
09/12/2015 00:00:00,0.72179,0.72463,0.71732,0.72316,0.72135,0.72447,0.71714,0.72277,-1.2502
08/12/2015 00:00:00,0.72694,0.72716,0.71874,0.72179,0.72660,0.72697,0.71859,0.72135,-1.1997
07/12/2015 00:00:00,0.73430,0.73446,0.72574,0.72694,0.73395,0.73411,0.72559,0.72660,-1.4479
04/12/2015 00:00:00,0.73425,0.73862,0.72805,0.73428,0.73392,0.73848,0.72789,0.73286,-1.6357
03/12/2015 00:00:00,0.73101,0.73645,0.72850,0.73425,0.73066,0.73627,0.72832,0.73392,-1.6277
02/12/2015 00:00:00,0.73251,0.73474,0.72942,0.73101,0.73215,0.73420,0.72923,0.73066,-1.7366
01/12/2015 00:00:00,0.72296,0.73372,0.72242,0.73251,0.72257,0.73357,0.72212,0.73215,-1.7156
30/11/2015 00:00:00,0.71942,0.72510,0.71713,0.72296,0.71908,0.72494,0.71695,0.72257,-1.2909
27/11/2015 00:00:00,0.72282,0.72406,0.71860,0.71987,0.72240,0.72389,0.71844,0.71873,-1.1788
26/11/2015 00:00:00,0.72544,0.72636,0.72113,0.72282,0.72496,0.72618,0.72097,0.72240,-1.2823
25/11/2015 00:00:00,0.72582,0.72840,0.72282,0.72544,0.72528,0.72822,0.72265,0.72496,-1.2755
24/11/2015 00:00:00,0.71946,0.72618,0.71862,0.72582,0.71906,0.72563,0.71844,0.72528,-1.3467
23/11/2015 00:00:00,0.72328,0.72353,0.71599,0.71946,0.72303,0.72325,0.71584,0.71906,-1.1397
20/11/2015 00:00:00,0.71960,0.72512,0.71844,0.72453,0.71927,0.72495,0.71829,0.72333,-1.2121
19/11/2015 00:00:00,0.71121,0.72155,0.71037,0.71960,0.71091,0.72138,0.71012,0.71927,-1.0954
18/11/2015 00:00:00,0.71140,0.71187,0.70700,0.71121,0.71103,0.71170,0.70681,0.71091,1.2571
17/11/2015 00:00:00,0.70978,0.71411,0.70735,0.71140,0.70942,0.71394,0.70718,0.71103,-1.0054
16/11/2015 00:00:00,0.71234,0.71335,0.70815,0.70978,0.71174,0.71318,0.70798,0.70942,1.2532
13/11/2015 00:00:00,0.71283,0.71601,0.71072,0.71351,0.71243,0.71586,0.71055,0.71211,1.9905
12/11/2015 00:00:00,0.70633,0.71554,0.70622,0.71283,0.70595,0.71537,0.70587,0.71243,1.9346
